timestamp,x,y,z,annotation
2019-07-22 14:04:43.05,-0.4729293,-0.07825501,-0.7653974,0
2019-07-22 14:04:43.09,-0.42439702,-0.07825501,-0.7653974,0
2019-07-22 14:04:43.16,-0.37586474,-0.110716745,-0.78157854,0
2019-07-22 14:04:43.20,-0.4082196,-0.17564018,-0.91102815,0
2019-07-22 14:04:43.24,-0.5052842,-0.2567945,-0.91102815,0
2019-07-22 14:04:43.25,-0.45675188,-0.32171795,-0.9433905,0
2019-07-22 14:04:43.29,-0.55381644,-0.37041053,-0.8786657,0
2019-07-22 14:04:43.33,-0.56999385,-0.35417965,-0.8786657,0
2019-07-22 14:04:43.40,-0.56999385,-0.35417965,-0.813941,0
2019-07-22 14:04:43.44,-0.5052842,-0.32171795,-0.7492162,0
2019-07-22 14:04:43.48,-0.45675188,-0.32171795,-0.7006726,0
2019-07-22 14:04:43.50,-0.3920422,-0.3379488,-0.63594794,0
2019-07-22 14:04:43.53,-0.18173562,-0.4191031,-0.5874044,0
2019-07-22 14:04:43.57,0.109458074,-0.6138734,-0.6197667,0
2019-07-22 14:04:43.64,0.109458074,-0.6138734,-0.6197667,0
2019-07-22 14:04:43.68,0.3035872,-0.8735672,-0.71685386,0
2019-07-22 14:04:43.72,-0.052316207,-0.9384907,-0.5874044,0
2019-07-22 14:04:43.75,-1.5729944,-1.0358758,-1.07284,0
2019-07-22 14:04:43.77,-1.7024138,-0.53271914,-1.0404775,0
2019-07-22 14:04:43.81,-1.7024138,-0.27302536,-0.7492162,0
2019-07-22 14:04:43.88,-0.19791304,-0.82487464,-0.8624846,0
2019-07-22 14:04:43.92,-0.32733247,-0.84110546,-0.63594794,0
2019-07-22 14:04:43.96,-0.44057447,-0.77618206,-0.57122326,0
2019-07-22 14:04:44.00,0.22270006,-1.0845685,-0.6197667,0
2019-07-22 14:04:44.01,0.8859745,-1.0034142,-0.6035856,0
2019-07-22 14:04:44.05,1.1933457,-1.0034142,-0.7330351,0
2019-07-22 14:04:44.09,0.98303914,-1.0358758,-0.9595716,0
2019-07-22 14:04:44.16,-6.5556417,-1.019645,-0.63594794,0
2019-07-22 14:04:44.20,-1.8641881,-0.92225975,-0.97575283,0
2019-07-22 14:04:44.24,-0.97442955,-1.133261,-0.6844915,0
2019-07-22 14:04:44.25,-0.5052842,-0.7274895,-0.57122326,0
2019-07-22 14:04:44.29,0.028570931,-0.88979805,-0.7977598,0
2019-07-22 14:04:44.33,-0.0037839226,-0.82487464,-0.6521292,0
2019-07-22 14:04:44.40,0.40065175,-0.97095233,-0.63594794,0
2019-07-22 14:04:44.44,0.40065175,-0.97095233,-0.63594794,0
2019-07-22 14:04:44.48,0.70802283,-0.8735672,-0.5874044,0
2019-07-22 14:04:44.50,1.1124586,-1.0845685,-0.78157854,0
2019-07-22 14:04:44.53,0.62713575,-0.97095233,-0.7330351,0
2019-07-22 14:04:44.57,-6.6527066,-0.5976426,-2.140798,0
2019-07-22 14:04:44.64,-1.1200264,-0.43533397,-0.6844915,0
2019-07-22 14:04:44.68,-1.297978,-0.46779567,-0.377049,0
2019-07-22 14:04:44.72,-0.78030044,-0.8735672,-0.7977598,0
2019-07-22 14:04:44.75,0.14181294,-1.1657226,-0.8786657,0
2019-07-22 14:04:44.77,0.3035872,-1.0683374,-0.7330351,0
2019-07-22 14:04:44.81,0.33594203,-0.80864376,-0.4579549,0
2019-07-22 14:04:44.88,0.70802283,-0.6138734,-0.36086783,0
2019-07-22 14:04:44.92,0.98303914,-0.53271914,-0.4579549,0
2019-07-22 14:04:44.96,0.6109583,-0.6463352,-0.6683103,0
2019-07-22 14:04:45.00,-5.277625,-2.4804225,-1.7362685,0
2019-07-22 14:04:45.01,-1.2332684,-0.80864376,-1.0242964,0
2019-07-22 14:04:45.05,-0.2949776,-0.69502777,-1.2670141,0
2019-07-22 14:04:45.09,-0.18173562,-0.5976426,-0.8624846,0
2019-07-22 14:04:45.16,-0.18173562,-0.5976426,-0.8624846,0
2019-07-22 14:04:45.20,0.04474836,-0.69502777,-0.84630334,0
2019-07-22 14:04:45.24,-0.13320333,-0.7437203,-0.7977598,0
