timestamp,x,y,z,annotation
2019-07-22 13:23:10.88,-0.76826245,-0.5859585,0.6513633,0
2019-07-22 13:23:10.92,-0.62885153,-0.45837706,0.6673879,0
2019-07-22 13:23:10.96,-0.48944053,-0.36269102,0.4750924,0
2019-07-22 13:23:11.00,-0.5823812,-0.34674335,0.34689546,0
2019-07-22 13:23:11.01,-0.72179216,-0.34674335,0.42701858,0
2019-07-22 13:23:11.05,-0.69081193,-0.45837706,0.5712402,0
2019-07-22 13:23:11.09,-0.83022285,-0.53811544,0.6193141,0
2019-07-22 13:23:11.16,-0.76826245,-0.5062201,0.5872648,0
2019-07-22 13:23:11.20,-0.70630205,-0.4902724,0.5231663,0
2019-07-22 13:23:11.24,-0.78375256,-0.36269102,0.39496928,0
2019-07-22 13:23:11.25,-0.78375256,-0.6019061,0.77956027,0
2019-07-22 13:23:11.29,-0.6133614,-0.66569686,0.7955849,0
2019-07-22 13:23:11.33,-0.6133614,-0.5700108,0.63533866,0
2019-07-22 13:23:11.40,-0.5359109,-0.4902724,0.84365875,0
2019-07-22 13:23:11.44,-0.84571296,-0.4902724,-0.037695505,0
2019-07-22 13:23:11.48,-1.3413961,-0.36269102,0.042427607,0
2019-07-22 13:23:11.50,-0.72179216,-0.42648172,0.15459996,0
2019-07-22 13:23:11.53,-0.44297025,-0.34674335,0.20267385,0
2019-07-22 13:23:11.57,-0.41199002,-0.31484798,0.042427607,0
2019-07-22 13:23:11.64,-0.41199002,-0.31484798,0.042427607,0
2019-07-22 13:23:11.68,-0.6133614,-0.6019061,-0.19794172,0
2019-07-22 13:23:11.72,-0.81473273,-0.71353984,-0.021670885,0
2019-07-22 13:23:11.75,-1.0780643,-0.71353984,0.09050148,0
2019-07-22 13:23:11.77,-0.36551973,-0.5700108,1.1160774,0
2019-07-22 13:23:11.81,-0.70630205,-0.93680733,1.4205452,0
2019-07-22 13:23:11.88,-0.62885153,-0.36269102,1.0680035,0
2019-07-22 13:23:11.92,-0.81473273,-0.7613829,0.50714165,0
2019-07-22 13:23:11.96,-0.84571296,-0.64974916,0.42701858,0
2019-07-22 13:23:12.00,-0.7372822,-0.52216774,0.36292005,0
2019-07-22 13:23:12.01,-0.72179216,-0.45837706,0.17062458,0
2019-07-22 13:23:12.05,-0.5823812,-0.44242942,0.042427607,0
2019-07-22 13:23:12.09,-0.6598317,-0.47432476,-0.101794,0
2019-07-22 13:23:12.16,-0.72179216,-0.52216774,-0.21396634,0
2019-07-22 13:23:12.20,-0.76826245,-0.6338015,-0.3261387,0
2019-07-22 13:23:12.24,-0.76826245,-0.72948754,-0.06974474,0
2019-07-22 13:23:12.25,-1.1090446,-0.72948754,4.497273,0
2019-07-22 13:23:12.29,-0.75277233,-0.6019061,1.3243976,0
2019-07-22 13:23:12.33,-1.0780643,-0.8730166,0.25074768,0
2019-07-22 13:23:12.40,-0.70630205,-0.74543524,0.50714165,0
2019-07-22 13:23:12.44,-0.7372822,-0.6338015,0.6032894,0
2019-07-22 13:23:12.48,-0.7372822,-0.52216774,0.41099393,0
2019-07-22 13:23:12.50,-0.6753218,-0.45837706,0.21869844,0
2019-07-22 13:23:12.53,-0.62885153,-0.44242942,0.026402988,0
2019-07-22 13:23:12.57,-0.6753218,-0.4902724,-0.35818797,0
2019-07-22 13:23:12.64,-0.6753218,-0.4902724,-0.35818797,0
2019-07-22 13:23:12.68,-0.81473273,-0.5700108,-0.80687743,0
2019-07-22 13:23:12.72,-0.76826245,-0.85706896,-0.8870005,0
2019-07-22 13:23:12.75,-1.0006139,-1.447133,4.8337903,0
2019-07-22 13:23:12.77,-0.3345395,-0.8730166,0.7635357,0
2019-07-22 13:23:12.81,-1.2484555,-0.93680733,0.34689546,0
2019-07-22 13:23:12.88,-0.70630205,-0.7613829,0.69943714,0
2019-07-22 13:23:12.92,-0.70630205,-0.6816445,0.6193141,0
2019-07-22 13:23:12.96,-0.7372822,-0.55406314,0.41099393,0
2019-07-22 13:23:13.00,-0.64434165,-0.47432476,0.12255073,0
2019-07-22 13:23:13.01,-0.6598317,-0.4902724,-0.21396634,0
2019-07-22 13:23:13.05,-0.72179216,-0.53811544,-0.6626558,0
2019-07-22 13:23:13.09,-0.76826245,-0.64974916,-0.80687743,0
2019-07-22 13:23:13.16,-0.78375256,-0.93680733,-0.3261387,0
2019-07-22 13:23:13.20,-0.76826245,-0.7932782,0.8116095,0
2019-07-22 13:23:13.24,-0.36551973,-0.6338015,1.0680035,0
2019-07-22 13:23:13.25,-0.8612031,-0.8730166,0.6032894,0
2019-07-22 13:23:13.29,-0.7992427,-0.7773306,0.6673879,0
2019-07-22 13:23:13.33,-0.76826245,-0.64974916,0.45906782,0
2019-07-22 13:23:13.40,-0.69081193,-0.5062201,0.28279695,0
2019-07-22 13:23:13.44,-0.5978713,-0.42648172,0.09050148,0
2019-07-22 13:23:13.48,-0.62885153,-0.42648172,-0.11781862,0
2019-07-22 13:23:13.50,-0.64434165,-0.47432476,-0.3101141,0
2019-07-22 13:23:13.53,-0.69081193,-0.55406314,-0.3261387,0
2019-07-22 13:23:13.57,-0.6753218,-0.6816445,-0.29408947,0
2019-07-22 13:23:13.64,-0.6753218,-0.6816445,-0.29408947,0
2019-07-22 13:23:13.68,-0.8766932,-0.952755,0.09050148,0
2019-07-22 13:23:13.72,-0.3345395,-1.0643888,1.5968161,0
2019-07-22 13:23:13.75,-0.5049307,-0.37863868,0.45906782,0
2019-07-22 13:23:13.77,-0.75277233,-0.6019061,0.41099393,0
2019-07-22 13:23:13.81,-0.8766932,-0.5859585,0.5872648,0
2019-07-22 13:23:13.88,-1.031594,-0.52216774,0.49111706,0
2019-07-22 13:23:13.92,-1.016104,-0.39458635,0.41099393,0
2019-07-22 13:23:13.96,-0.9231635,-0.34674335,0.34689546,0
2019-07-22 13:23:14.00,-0.96963376,-0.2510573,0.36292005,0
2019-07-22 13:23:14.01,-0.83022285,-0.18726659,0.29882157,0
2019-07-22 13:23:14.05,-0.75277233,-0.13942355,0.3789447,0
2019-07-22 13:23:14.09,-0.70630205,-0.12347588,0.45906782,0
2019-07-22 13:23:14.16,-0.64434165,-0.091580525,0.53919095,0
2019-07-22 13:23:14.20,-0.5359109,-0.075632855,0.63533866,0
2019-07-22 13:23:14.24,-0.48944053,-0.091580525,0.68341255,0
2019-07-22 13:23:14.25,-0.5823812,-0.15537123,0.77956027,0
2019-07-22 13:23:14.29,-0.5204208,-0.20321426,0.7314864,0
2019-07-22 13:23:14.33,-0.47395045,-0.2510573,0.7635357,0
2019-07-22 13:23:14.40,-0.41199002,-0.2989003,0.7635357,0
2019-07-22 13:23:14.44,-0.7992427,-0.21916193,0.9558311,0
2019-07-22 13:23:14.48,-0.5978713,-0.34674335,1.2763237,0
2019-07-22 13:23:14.50,-0.6753218,-0.0118421465,0.7635357,0
2019-07-22 13:23:14.53,-0.69081193,-0.0118421465,0.8596834,0
2019-07-22 13:23:14.57,-0.6598317,-0.059685178,0.7314864,0
2019-07-22 13:23:14.64,-0.6598317,-0.059685178,0.7314864,0
2019-07-22 13:23:14.68,-0.6753218,-0.059685178,0.747511,0
2019-07-22 13:23:14.72,-0.64434165,-0.059685178,0.7314864,0
2019-07-22 13:23:14.75,-0.62885153,-0.059685178,0.7154618,0
2019-07-22 13:23:14.77,-0.62885153,-0.091580525,0.7635357,0
2019-07-22 13:23:14.81,-0.6598317,-0.075632855,0.747511,0
2019-07-22 13:23:14.88,-0.6598317,-0.075632855,0.7955849,0
2019-07-22 13:23:14.92,-0.64434165,-0.075632855,0.77956027,0
2019-07-22 13:23:14.96,-0.62885153,-0.075632855,0.747511,0
2019-07-22 13:23:15.00,-0.64434165,-0.091580525,0.747511,0
2019-07-22 13:23:15.01,-0.64434165,-0.075632855,0.747511,0
2019-07-22 13:23:15.05,-0.6753218,-0.075632855,0.77956027,0
2019-07-22 13:23:15.09,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.16,-0.6598317,-0.059685178,0.77956027,0
2019-07-22 13:23:15.20,-0.64434165,-0.059685178,0.77956027,0
2019-07-22 13:23:15.24,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.25,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:15.29,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:15.33,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.40,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.44,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:15.48,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:15.50,-0.6598317,-0.059685178,0.77956027,0
2019-07-22 13:23:15.53,-0.64434165,-0.059685178,0.747511,0
2019-07-22 13:23:15.57,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.64,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.68,-0.64434165,-0.059685178,0.77956027,0
2019-07-22 13:23:15.72,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.75,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:15.77,-0.6598317,-0.0437375,0.7635357,0
2019-07-22 13:23:15.81,-0.6598317,-0.059685178,0.77956027,0
2019-07-22 13:23:15.88,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:15.92,-0.64434165,-0.059685178,0.77956027,0
2019-07-22 13:23:15.96,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:16.00,-0.64434165,-0.059685178,0.77956027,0
2019-07-22 13:23:16.01,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.05,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.09,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.16,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:16.20,-0.64434165,-0.059685178,0.7635357,0
2019-07-22 13:23:16.24,-0.64434165,-0.0437375,0.7635357,0
2019-07-22 13:23:16.25,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.29,-0.6598317,-0.0437375,0.7635357,0
2019-07-22 13:23:16.33,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.40,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.44,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.48,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.50,-0.6598317,-0.0437375,0.7635357,0
2019-07-22 13:23:16.53,-0.6598317,-0.059685178,0.7635357,0
2019-07-22 13:23:16.57,-0.6598317,-0.0437375,0.7635357,0
2019-07-22 13:23:16.64,-0.6598317,-0.0437375,0.7635357,0
